ID,AUTHOR,CREATED_TIME,SPECIFIC_CONTENT_SHARE_COMMENTARY_TEXT,SPECIFIC_CONTENT_SHARE_MEDIA_CATEGORY,COMMENTARY
urn:li:ugcPost:7029071475756204032,urn:li:organization:10043,2023-02-08,Challenge: Customer expectations are increasing faster than you can keep up.Solution: ⬇️⬇️⬇️Read more about how you can overcome business hurdles: https://lnkd.in/gjj8-gap,VIDEO,
urn:li:ugcPost:7028709210255224832,urn:li:organization:10043,2023-02-07,Three strategic initiatives to address in 2023...First stop: MODERNIZATION 🖥️Read more about how a focus on modernization will help your business:https://lnkd.in/gh6_vKQz,VIDEO,
urn:li:share:7028686400279506944,urn:li:organizationBrand:25736,2023-02-07,The first 🎙️ Tech Talk Live 🎙️ of 2023 is on the calendar! Join us next week to chat about online editing tools for #Alfresco. Register here ➡️ https://lnkd.in/g8hpvsXb,IMAGE,
urn:li:share:7028663947641708544,urn:li:organization:10043,2023-02-07,Hyland wurde zwölfmal in Folge als „Leader“ im Gartner® Magic Quadrant™ für Content-Services-Plattformen positioniert und wird nun von Gartner im neuen Gartner® Market Guide für Content-Services-Plattformen (CSP) als „Representative Vendor“ eingestuft.,ARTICLE,
urn:li:share:7028485018129743872,urn:li:organization:10043,2023-02-06,"This #BlackHistoryMonth, Hyland is celebrating the work of our Multicultural Employee Resource Group (MERG) and Tech Outreach team, each of which is deepening ties to #STEM in underrepresented communities. 🖥️🔬Continued in the comments. 💭👇",IMAGE,
urn:li:ugcPost:7028361767617531904,urn:li:organization:10043,2023-02-06,How to improve employer-employee relationships in 2023? 💭 Our Chief People Officer has some advice. ⬇️ https://lnkd.in/geWJzMAZ,VIDEO,
urn:li:share:7028316520984285184,urn:li:organization:18124695,2023-02-06,"#RPA im Einkauf – ein wichtiges Digitalisierungsthema. Wie intelligente Automatisierung Einkäufer entlasten kann, lernen Sie in einem gemeinsamen Workshop mit Durch Denken Vorne.Melden Sie sich jetzt kostenlos an. 🤖",ARTICLE,
urn:li:share:7027637411673239552,urn:li:organization:10043,2023-02-04,"If #cybersecurity isn't a priority when it comes to your organization's financial planning, it's time to make it one. 🔒 ",ARTICLE,
urn:li:share:7027259571589038080,urn:li:organization:10043,2023-02-03,"We challenged Xander Schauffele to play a par 3 blindfolded, and we learned a valuable lesson: Having the right team can make all the difference. This is the Hyland X Vision Challenge. ",ARTICLE,
urn:li:share:7026973260911185920,urn:li:organization:10043,2023-02-02,Bring 2023 into focus with personalized #tech recommendations. Take the self-assessment for a clearer digital roadmap. 🗺️⬇️https://lnkd.in/gjeAMFBX,IMAGE,
urn:li:share:7026520041277845505,urn:li:organization:10043,2023-02-01,"🗨️ “We think the recommendations and details in the new Gartner Market Guide for Content Services Platforms reinforce our belief that Hyland’s core capabilities, roadmap to delivering Hyland Experience and strength in integrations position us well to best partner with our customers moving forward.” -Bill Priemer, Hyland President and CEO 🗨️Learn more about the guide: ⬇️",ARTICLE,
urn:li:ugcPost:7024791039215357952,urn:li:organization:10043,2023-01-27,"As we close out #NationalMentoringMonth, we asked a few employees to share their experience with mentorship at Hyland. 🤝Here's what they had to say: ",URN_REFERENCE,
urn:li:share:7024692659030036480,urn:li:organizationBrand:25736,2023-01-27,📣 Hyland has been recognized as a Leader in the Gartner® Magic Quadrant™ for Content Services Platforms for 12 consecutive years and Gartner now includes Hyland as a Representative Vendor in the new Gartner® Market Guide for Content Services Platforms (CSP)! 📣,ARTICLE,
urn:li:share:7024477403762593792,urn:li:organization:10043,2023-01-26,Spring 2023 Hy-Tech Club applications are officially open! Hy-Tech Club is a ⭐ free ⭐ 12-week program open to 8-12 grade students who want to learn how to code.  Check out the details and apply here: https://lnkd.in/dzzxPdDX#HylandTechOutreach,IMAGE,
urn:li:share:7024352873035558912,urn:li:organization:10043,2023-01-26,#Innovation-fuelled transformation is a business imperative. ❗Learn more about the various techniques designed to make innovation work best for your type of organization:,ARTICLE,
urn:li:share:7024085138691039234,urn:li:organization:37930,2023-01-25,📣 Hyland has been recognized as a Leader in the Gartner® Magic Quadrant™ for Content Services Platforms for 12 consecutive years and Gartner now includes Hyland as a Representative Vendor in the new Gartner® Market Guide for Content Services Platforms (CSP)! 📣,ARTICLE,
urn:li:ugcPost:7024081033553735680,urn:li:organization:10043,2023-01-25,"We’ve examined the challenges #IT leaders face now and will face for the foreseeable future, and identified solutions and strategies for moving forward. 🚀Get started here: https://lnkd.in/gFqAXenm",VIDEO,
urn:li:ugcPost:7023982930368614400,urn:li:organization:10043,2023-01-25,"Every year brings its own #HR challenges and 10 top experts predict 2023’s share of them— including Hyland's Chief People Officer, Debbie Connelly. 🔮Take a look at what's in store. ⬇️https://lnkd.in/geWJzMAZ",VIDEO,
urn:li:share:7023726401786703872,urn:li:organization:10043,2023-01-24,Hyland has been named a Leader in the IDC MarketScape: Worldwide Cloud #ContentServices 2022 Vendor Assessment! ☁️👏Learn more about our exciting news:  ,ARTICLE,
urn:li:share:7023628094020227072,urn:li:organization:10043,2023-01-24,You want your customers to be so enthusiastic about doing business with you that they will tell tales of joy and recommendation. 📣So how do we go about creating those stories? 🤔 Some tools can inform and help us build our messages. 🛠️ ,ARTICLE,
urn:li:share:7023356298855399425,urn:li:organization:10043,2023-01-23,"Explore expert coverage of Hyland, our products and our solution areas from the world’s most trusted and respected analyst firms. 🔎🎒➡️ https://lnkd.in/g5Z7TPVF",IMAGE,
urn:li:share:7023273350172995585,urn:li:organization:10043,2023-01-23,✅ In: Information sharing across continents🛑 Out: Information hoarding within departments✅ In: Taking lunch breaks🛑 Out: Catching up on paperwork over lunch✅ In: Empowered knowledge workers🛑 Out: Manual task-masters✅ In: Personalized customer experience🛑 Out: Treating all customers the same✅ In: Electronic signatures🛑 Out: Sending paper documentsDo you agree? Let us know your thoughts! ⬇️,NONE,
urn:li:share:7022214951977062400,urn:li:organization:10043,2023-01-20,📣 Hyland has been recognized as a Leader in the Gartner® Magic Quadrant™ for Content Services Platforms for 12 consecutive years and Gartner now includes Hyland as a Representative Vendor in the new Gartner® Market Guide for Content Services Platforms (CSP)! 📣,ARTICLE,
urn:li:share:7021793551130796032,urn:li:organizationBrand:25736,2023-01-19,"➡️ TLDR: the LGPL license explained ⬅️In this blog:  -Why Free Software Foundation created it -Its history-How it applies in the real world for developers, integrators and application builders-And best practices for legal compliance of your projects ",ARTICLE,
urn:li:ugcPost:7021461271438917632,urn:li:organization:10043,2023-01-18,"👉 #DigitalEvolution is the ongoing, gradual accumulation of change in an organization’s process digitization. 👉 #DigitalTransformation is the holistic upheaval of outdated manual processes in favor of modern digitized processes.Here's how Hyland is thinking about both: https://lnkd.in/gXUFzrsT",VIDEO,
urn:li:share:7020736776667361280,urn:li:organization:10043,2023-01-16,"In 2023, Hyland officially honors Martin Luther King Jr. Day as a paid holiday. May his historic contributions continue to shape our future. 💙💚#MLKDay2023",IMAGE,
urn:li:share:7019664798577528833,urn:li:organization:10043,2023-01-13,Collaboration across all business units is 🔑 to building a robust #cybersecurity program. 🔒,ARTICLE,
urn:li:ugcPost:7019286901169799168,urn:li:organization:10043,2023-01-12,"Rapid shifts in #technology and the workplace have led to increased expectations from — and options for — customers, employees and end users. 💥📈Here's how to overcome the current top 10 challenges businesses are facing. ⬇️https://lnkd.in/gjj8-gap",VIDEO,
urn:li:share:7019024996136087552,urn:li:organization:10043,2023-01-11,"Now that organizations are able, once again, to reapply some of the more established “peacetime” protocols around the innovation lifecycle 🔄… what tools and approaches best fit the cause of #innovation in an age of strife? 💡🛠️We have some thoughts:",ARTICLE,
urn:li:share:7018625055152631808,urn:li:organization:10043,2023-01-10,We hope you feel as ✨ inspired ✨ as we do after this morning's 2023 Annual Meeting with Bill Priemer and our executive leadership team! 👏Drop us a comment and let us know what you're doing to set yourself up for success in the year ahead. 👇,IMAGE,
urn:li:share:7018320611001204736,urn:li:organization:10043,2023-01-09,"We had a blast this weekend at our annual #HylandHackathon! 👏High school and college level students joined us for 48 hours at our Westlake HQ to have a little programming fun with their peers and Hyland mentors. 💻This year's participants learned a lot, laughed, and went home with some hands-on computer science experience. ☑️Thank you to all for a successful event! ",IMAGE,
urn:li:share:7018230340381011969,urn:li:organization:10043,2023-01-09,"Our core values guide us to deliver innovative solutions — and that isn’t limited to our products. 👨‍💻Let’s walk through a few reasons we prioritize investing in the #technology pipeline, and why other tech companies can make similar impacts. ⬇️ ",ARTICLE,
urn:li:share:7017112697951457280,urn:li:organization:10043,2023-01-06,Does storytelling have a role to play in modern #CustomerExperience? 💭Here are some reasons why it does — and 10 commandments to guide you. ⬇️,ARTICLE,
urn:li:ugcPost:7016750214736723968,urn:li:organization:10043,2023-01-05,"Making decisions for 2023 with a focus on modernization ✔️, experience ✔️ and innovation ✔️ can help you uncover the roadblocks to optimizing each one. ✨Learn more about how you can prioritize these 3 strategic initiatives in your #DigitalTransformation journey: https://lnkd.in/gh6_vKQz",VIDEO,
urn:li:share:7016496035602599936,urn:li:organization:10043,2023-01-04,"“We’re excited to ring in the new year by welcoming these future #tech leaders back for our annual Hyland Hybrid Hackathon."" - Derek Walker, Senior VP, Engineering 👏🎉",ARTICLE,
urn:li:share:7016075762118144000,urn:li:organization:10043,2023-01-03,"Debbie Connelly, Chief People Officer At Hyland, shares her thoughts on #HR trends and employer-employee relationships in 2023: ""Purposeful, virtual connections will be key in 2023."" 🗝️🖥️✨",ARTICLE,
urn:li:ugcPost:7014256558998003712,urn:li:organization:10043,2022-12-29,"Meet Margaret, a Strategic Partner Advisor based in Williamsburg, Virginia! 👋From morning walks and pet traffic jams to outdoor workshops and partner program design, here's a look at Margaret's typical day. 👇#HelloHylander",VIDEO,
urn:li:share:7013851327168479232,urn:li:organization:10043,2022-12-28,"Ed McQuiston joined OhioX's Built in Ohio podcast to chat about winning culture, #Cleveland's tech comeback, and seizing opportunity. 🎙️LISTEN NOW 🎧⤵️",ARTICLE,
urn:li:ugcPost:7013141574985412608,urn:li:organization:10043,2022-12-26,"One of the most challenging parts of any year is trying to finish strong 💪 while also balancing efforts to strategize how to build on your success for the next year. 📅As always, #technology will play a big part in both. Put these new releases from Hyland's #ContentServices portfolio on your radar: https://lnkd.in/gM2Naq9J",VIDEO,
urn:li:ugcPost:7011363695607902208,urn:li:organization:10043,2022-12-21,"We're feeling incredibly grateful for all of the amazing moments that 2022 brought us. ✨Thank you to our Hylanders, our customers, our partners and our community around the world for a wonderful year. Happy Holidays from our Hyland family to yours! 💚 #HylandLife",VIDEO,
